0.281912673	0.549411866	0.162571795	0.446552196	0.060495187	0.285795126	0.936461692	0.254066542	0.467976958	0.649402936	0.330825664	0.919498233	0.485104188	0.997010245	0.175794948
0.047165949	0.178106863	0.491539817	0.023311554	0.821458017	0.024895653	0.158965388	0.002430484	0.958122772	0.093334875	0.192210646	0.457851167	0.250360559	0.546117709	0.674309842
0.138052238	0.825673951	0.682639598	0.516504653	0.537113092	0.40422849	0.686157756	0.22074367	0.608425489	0.369151449	0.583665203	0.190367951	0.563650711	0.986065382	0.860201562
0.568145435	0.076748257	0.068660803	0.1957302	0.702497156	0.715706696	0.802148168	0.562370722	0.746746598	0.948696203	0.472349931	0.830152293	0.201870775	0.568786562	0.07114394
0.722845878	0.325140119	0.305391795	0.180411109	0.941091506	0.035614492	0.144337696	0.847339606	0.052913175	0.332258172	0.246430631	0.256264807	0.746009027	0.841805938	0.496386671
0.771114858	0.601002309	0.424414324	0.403791653	0.861307804	0.511130316	0.245473434	0.237663716	0.516127881	0.347381469	0.331155708	0.977108889	0.244959326	0.670346738	0.98286126
0.239909619	0.173602499	0.113648168	0.827758074	0.116133148	0.286444104	0.869442939	0.138146629	0.510930876	0.664968439	0.14381295	0.824974182	0.906122178	0.322257636	0.183557343
0.427335391	0.041765139	0.633968854	0.238010867	0.00960651	0.959537411	0.062398575	0.685272092	0.095445325	0.292058824	0.145245649	0.17275931	0.915516184	0.306143743	0.196014744
0.033631401	0.640307066	0.117265555	0.000405891	0.697893805	0.51689547	0.528825691	0.520496618	0.966531583	0.039215267	0.521129727	0.336157618	0.821697217	0.362059711	0.876909086
0.150876481	0.268313843	0.73940029	0.566666009	0.678931828	0.347837932	0.770523751	0.521517685	0.128662238	0.529325416	0.900495358	0.148783158	0.574075937	0.717699825	0.679955838
0.272739107	0.427833687	0.781099784	0.829993077	0.219748144	0.46517263	0.643121569	0.04230066	0.029266275	0.421143379	0.25856198	0.683646535	0.925811017	0.143072046	0.491184187
0.197346028	0.525903408	0.065617205	0.190652278	0.451300959	0.076370674	0.461016593	0.952100921	0.786658171	0.712063624	0.921229254	0.413434257	0.180499919	0.922897966	0.621443318
